sent,Noun,Relevant Dependencies,Noun Tag,Negation,Verb Tag,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Determiner Type,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,AdjType: Behavior,AdjType: Body,AdjType: Feeling,AdjType: Mind,AdjType: Miscellaneous,AdjType: Motion,AdjType: Perception,AdjType: Quantity,AdjType: Social,AdjType: Spatial,AdjType: Substance,AdjType: Temporal,AdjType: Weather,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Bareness of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
"Since I lacked the necessary years of practice to be automatically permitted to appear at the Court , I had petitioned the chief justice for special permission , which he refused .",justice,"det(justice-24, the-22) amod(justice-24, chief-23) dobj(petitioned-21, justice-24) ",NN,,VBN,,,petitioned,petition,,,,,,the,definite article,,,,chief,[0.11458333333333334],[0.060833333333333336],[0.00625],[0.15],[0.12958333333333333],[0.038125],[0.08895833333333332],[0.0525],[0.14916666666666667],[0.0725],[0.0725],[0.035],[0.03],,,,,,,,,,,,singular,linked,ambiguous,,unknown,unknown
<p> The justices were stunned .,justices,"det(justices-3, The-2) nsubj(stunned-5, justices-3) ",NNS,,VBD,were,be,,,,,,,,the,other,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,plural,linked,ambiguous,,unknown,unknown
"Roughly the same age as some of the justices , he addressed them as if they were his peers discussing constitutional truisms at a downtown men 's club .",justices,"case(justices-9, of-7) det(justices-9, the-8) nmod:of(some-6, justices-9) ",NNS,,,,,,,,of some,of,some,,the,definite article,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,plural,linked,,,unknown,unknown
"<p> "" Oyez , oyez , oyez "" came the now familiar incantation from the marshal , and all nine justices took their seats on the afternoon of October 14 , 1970 .",justices,"det(justices-21, all-19) nummod(justices-21, nine-20) nsubj(took-22, justices-21) ",NNS,,VBD,took,take,,,,,,,,all,quantifier,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,nine,,,,,,,nine,other,plural,linked,ambiguous,O-DEN,countable,unknown
"<p> Even before we returned to Washington , I vowed not to mention again the disbarment of President Nixon , but I did have to neutralize the conservative justices ' revulsion to Communism , and if I could demonstrate how selective the committee had been in singling out left-wing beliefs rather than right-wing ones , then maybe the conservatives , especially Justice Blackmun , could better appreciate why all political beliefs are protected by the First Amendment .",justices,"det(justices-29, the-27) amod(justices-29, conservative-28) case(justices-29, '-30) nmod:poss(revulsion-31, justices-29) ",NNS,,,,,,,,,,,,the,definite article,,,,conservative,[0.065],[0.054375],[0.015],[0.13125],[0.04],[0.05225],[0.07775],[0.02275],[0.0435],[0.05583333333333333],[0.0625],[0.3197916666666667],[0.06],revulsion,,,,,,,,,,,plural,linked,,,unknown,unknown
"<p> Unlike our earlier oral argument in December 1969 , when the conservative justices lacerated me with non-stop questions , this time they asked only a few questions and were remarkably polite .",justices,"det(justices-14, the-12) amod(justices-14, conservative-13) nsubj(lacerated-15, justices-14) ",NNS,,VBD,lacerated,lacerate,,,,,,,,the,definite article,,,,conservative,[0.065],[0.054375],[0.015],[0.13125],[0.04],[0.05225],[0.07775],[0.02275],[0.0435],[0.05583333333333333],[0.0625],[0.3197916666666667],[0.06],,,,,,,,,,,,plural,linked,ambiguous,,unknown,unknown
"With Justice Black on the offensive and the other justices mute , Wilmer conceded that the committee had looked but could not find anything subversive about Sara .",justices,"det(justices-10, the-8) amod(justices-10, other-9) nmod:on(Black-3, justices-10) conj:and(offensive-6, justices-10) ",NNS,,,,,,,,on Black,on,black,,the,definite article,and,offensive,,other,[0.0025],[0.01875],[0.0],[0.0375],[0.0225],[0.0075],[0.6579166666666667],[0.02],[0.03375],[0.015],[0.05],[0.01],[0.12458333333333332],,,,,,,,,,,,plural,linked,,,unknown,unknown
"<p> The red light went on , Wilmer sat down , and the chief justice declared , "" The case is submitted . """,justice,"det(justice-15, the-13) amod(justice-15, chief-14) nsubj(declared-16, justice-15) ",NN,,VBD,declared,declare,,,,,,,,the,definite article,,,,chief,[0.11458333333333334],[0.060833333333333336],[0.00625],[0.15],[0.12958333333333333],[0.038125],[0.08895833333333332],[0.0525],[0.14916666666666667],[0.0725],[0.0725],[0.035],[0.03],,,,,,,,,,,,singular,linked,ambiguous,,unknown,unknown
"As a sworn minister of the courts of justice , the attorney ought not to be permitted to avail himself of the knowledge he acquires in his professional character , to speculate in lawsuits .",justice,"case(justice-9, of-8) nmod:of(courts-7, justice-9) ",NN,,,,,,,,of courts,of,courts,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"<p> When in 1848 the reformer David Dudley Field prepared New York 's Code of Procedure , his product , in the disgusted phrase of George Sharswood , another Pennsylvania chief justice and the author of America 's first treatise on legal ethics , "" changed the law .",justice,"det(justice-32, another-29) compound(justice-32, Pennsylvania-30) compound(justice-32, chief-31) nmod:of(phrase-24, justice-32) conj:and(Sharswood-27, justice-32) ",NN,,,,,,,,of phrase,of,phrase,,another,other,and,sharswood,"pennsylvania, chief",,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,,,unknown,unknown
"<p> Perhaps irrational , unfair , unequal treatment of litigants is merely the price society pays for a system that at least ensures an injured person access to a chance of justice .",justice,"case(justice-32, of-31) nmod:of(chance-30, justice-32) ",NN,,,,,,,,of chance,of,chance,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"Corruption "" here of course means not that decisions have been dishonestly obtained but rather that justice , in the sense of fair results based on case-specific facts , has succumbed to the pressure of the numbers .",justice,"det(justice-17, that-16) nmod:in(justice-17, sense-21) nmod:of(here-3, justice-17) conj:rather(course-5, justice-17) mark(obtained-13, justice-17) ",NN,,,,,,,,"in sense, of here","in, of",here,sense,that,demonstrative,rather,course,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,,,unknown,unknown
<p> How did DNA profiling-almost a decade old and widely employed in other countries-end up having such a rough ride through the American justice system ?,justice,"compound(system-25, justice-24) ",NN,,,,,,,,,,,,,,,,system,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
The American Association of Trial Lawyers is dominated by plaintiff attorneys-just as the criminal justice committees of the state legislatures and bar associations are dominated by defense lawyers .,justice,"compound(committees-16, justice-15) ",NN,,VBN,dominated,dominate,,,,,,,,,,,,committees,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
<p> All this has had an enormous impact on American justice .,justice,"case(justice-11, on-9) amod(justice-11, American-10) nmod:on(impact-8, justice-11) ",NN,,,,,,,,on impact,on,impact,,,,,,,american,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,,,unknown,unknown
"<p> Under these circumstances , it is not surprising to find that many lawyers and law professors now argue that it is useless to seek justice in the criminal courts and that the civil courts are the proper place for redressing criminal damages .",justice,"dobj(seek-25, justice-26) ",NN,,VB,,,seek,seek,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
But let the government fund a church group counseling sexual abstinence -- as it did in Bowen v. Kendrick ( 1988 ) -- and the same legal authorities ( joined by four justices of the Supreme Court ) insist that this is also an intolerable affront to the First Amendment .,justices,"case(justices-33, by-31) nummod(justices-33, four-32) nmod:of(justices-33, Court-37) nmod:by(joined-30, justices-33) ",NNS,,,,,,,,"of Court, by joined","of, by",joined,court,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,four,,,,,,,four,other,plural,linked,,O-DEN,countable,unknown
"This is frightening , but criminals are the only really functioning justice .",justice,"nsubj(justice-12, criminals-6) cop(justice-12, are-7) det(justice-12, the-8) amod(justice-12, really-10) amod(justice-12, functioning-11) conj:but(frightening-3, justice-12) ",NN,,VBP,,,are,be,,,,,,the,definite article,but,frightening,,"really, functioning","[0.11333333333333334, 0.07875]","[0.048125, 0.057999999999999996]","[0.004583333333333333, 0.015]","[0.11583333333333334, 0.1421875]","[0.0425, 0.04125]","[0.06, 0.05625]","[0.125625, 0.06125]","[0.02, 0.02375]","[0.07333333333333333, 0.1385625]","[0.09541666666666668, 0.09125]","[0.04125, 0.0975]","[0.0925, 0.12875]","[0.1675, 0.0675]",,,,,,,,,,,,singular,linked,plural,EX-PL,countable,unknown
"After retiring , he was assistant attorney general of Minnesota , and is now an associate justice of the Minnesota Supreme Court .",justice,"cop(justice-17, is-13) advmod(justice-17, now-14) det(justice-17, an-15) amod(justice-17, associate-16) nmod:of(justice-17, Court-22) conj:and(general-8, justice-17) ",NN,,,,,,,,of Court,of,,court,an,indefinite article,and,general,,associate,[0.07333333333333333],[0.03625],[0.0175],[0.105],[0.06916666666666665],[0.04375],[0.08208333333333333],[0.045],[0.10791666666666666],[0.04875],[0.115],[0.06875],[0.1875],,,,now,,,,,,an,unit,singular,linked,,A+N,countable,unknown
"<p> By Peter Brimelow <p> 
##2027575 WITH RELIGIOUS organizations focusing their efforts on individual spirituality , on meaningful worship experiences , on music , youth programs and small groups , is it likely that religious commitment is going to challenge people to be concerned about economic justice as well ?",justice,"case(justice-48, about-46) amod(justice-48, economic-47) nmod:about(concerned-45, justice-48) ",NN,,,,,,,,about concerned,about,concerned,,,,,,,economic,[0.017708333333333333],[0.04625],[0.00625],[0.071875],[0.11458333333333334],[0.014583333333333332],[0.1758333333333333],[0.0575],[0.08791666666666668],[0.028333333333333335],[0.23],[0.01],[0.13916666666666666],,,,,,,,,,,,singular,linked,,,unknown,unknown
It might be supposed that such a subculture would reinforce thinking about economic justice .,justice,"case(justice-14, about-12) amod(justice-14, economic-13) nmod:about(thinking-11, justice-14) ",NN,,,,,,,,about thinking,about,thinking,,,,,,,economic,[0.017708333333333333],[0.04625],[0.00625],[0.071875],[0.11458333333333334],[0.014583333333333332],[0.1758333333333333],[0.0575],[0.08791666666666668],[0.028333333333333335],[0.23],[0.01],[0.13916666666666666],,,,,,,,,,,,singular,linked,,,unknown,unknown
"If we are to understand the peculiar links between religious commitment and economic justice in American society , therefore , we must also locate the cultural pressures that work against holding responsibility for the poor -- some of which are also reinforced by religious commitments .",justice,"amod(justice-14, economic-13) nmod:in(justice-14, society-17) dobj(understand-5, justice-14) conj:and(links-8, justice-14) ",NN,,VB,,,understand,understand,,in society,in,,society,,,and,links,,economic,[0.017708333333333333],[0.04625],[0.00625],[0.071875],[0.11458333333333334],[0.014583333333333332],[0.1758333333333333],[0.0575],[0.08791666666666668],[0.028333333333333335],[0.23],[0.01],[0.13916666666666666],,,,,,,,,,,,singular,linked,ambiguous,,unknown,unknown
"If this bond is absent , or if , as Mary Phelps observes , "" the middle class refuses to accept the poor as human beings , or even "" see "" them , "" little possibility exists of economic justice coming about .",justice,"case(justice-41, of-39) amod(justice-41, economic-40) acl(justice-41, coming-42) nmod:of(exists-38, justice-41) ",NN,,,,,,,,of exists,of,exists,,,,,,,economic,[0.017708333333333333],[0.04625],[0.00625],[0.071875],[0.11458333333333334],[0.014583333333333332],[0.1758333333333333],[0.0575],[0.08791666666666668],[0.028333333333333335],[0.23],[0.01],[0.13916666666666666],,,,,,,,,,,,singular,linked,,,unknown,unknown
An interest in economic justice may start with empathic identification with the poor .,justice,"case(justice-5, in-3) amod(justice-5, economic-4) nmod:in(interest-2, justice-5) ",NN,,,,,,,,in interest,in,interest,,,,,,,economic,[0.017708333333333333],[0.04625],[0.00625],[0.071875],[0.11458333333333334],[0.014583333333333332],[0.1758333333333333],[0.0575],[0.08791666666666668],[0.028333333333333335],[0.23],[0.01],[0.13916666666666666],,,,,,,,,,,,singular,linked,,,unknown,unknown
"Religions with a developed intellectual tradition often have intuitions of the order and justice of the cosmos that can be compared to biblical wisdom : the logos of Greece , rta in early Hinduism , dharma in later Hinduism and Buddhism , and the tao in Confucianism and Taoism .",justice,"nmod:of(intuitions-9, justice-14) conj:and(order-12, justice-14) ",NN,,,,,,,,of intuitions,of,intuitions,,,,and,order,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,linked,,,unknown,unknown
"Often when male justice failed , resourceful women would step in and use whatever means necessary , including their sexuality and strategies of indirection , to restore justice .",justice,"amod(justice-4, male-3) nsubj(failed-5, justice-4) ",NN,,VBD,failed,fail,,,,,,,,,,,,,male,[0.2097083333333333],[0.07979166666666666],[0.00625],[0.13375],[0.08529166666666667],[0.0225],[0.039375],[0.0325],[0.14083333333333334],[0.06],[0.0625],[0.04],[0.0875],,,,,,,,,,,,singular,linked,ambiguous,,unknown,unknown
"Often when male justice failed , resourceful women would step in and use whatever means necessary , including their sexuality and strategies of indirection , to restore justice .",justice,"dobj(restore-27, justice-28) ",NN,,VB,,,restore,restore,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
"In the postexilic age , when the king , the central male mediator of justice , had disappeared , Woman Wisdom , like the wise women of Israel , stepped in to fill the void and mediate the presence of Yahweh .",justice,"case(justice-15, of-14) nmod:of(mediator-13, justice-15) ",NN,,,,,,,,of mediator,of,mediator,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,,,unknown,unknown
"Because male images have dominated the tradition for so long , Johnson contends , Christians need to experiment with female images like Sophia to do justice to both the biblical witness and the experience of women today .",justice,"dobj(do-25, justice-26) ",NN,,VB,,,do,do,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,singular,bare singular,ambiguous,,unknown,unknown
"We , like the well-off over-consumers in Egypt and elsewhere , long for a technical fix to the crowded world 's problems -- anything but the appropriate sharing known as distributive justice .",justice,"case(justice-32, as-30) amod(justice-32, distributive-31) nmod:as(known-29, justice-32) ",NN,,,,,,,,as known,as,known,,,,,,,distributive,[0.0475],[0.0175],[0.0],[0.0575],[0.0425],[0.017083333333333332],[0.10791666666666666],[0.015],[0.07],[0.13],[0.33],[0.0775],[0.0875],,,,,,,,,,,,singular,linked,,,unknown,unknown
"Though the word religion seems not to have made it into the final document , the religiously championed values of compassion , social justice , and reverence for this generous host of an earth are enshrined in it .",justice,"amod(justice-24, social-23) nmod:of(values-19, justice-24) conj:and(compassion-21, justice-24) ",NN,,,,,,,,of values,of,values,,,,and,compassion,,social,[0.014041666666666666],[0.0075],[0.00125],[0.03254166666666667],[0.021916666666666664],[0.01],[0.05854166666666666],[0.0175],[0.026708333333333334],[0.02],[0.7375],[0.0125],[0.04],,,,,,,,,,,,singular,linked,,,unknown,unknown
