sent,Noun,Relevant Dependencies,Noun Tag,Negation,Verb Tag,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
But in some cases it can be the key to economic revival .,key,"cc(key-9, But-1) nmod:in(key-9, cases-4) nsubj(key-9, it-5) aux(key-9, can-6) cop(key-9, be-7) det(key-9, the-8) nmod:to(key-9, revival-12) root(ROOT-0, key-9) ",NN,,VB,,,be,be,,"in cases, to revival","in, to",,"cases, revival",the,,,,,,,,,,,,can,,,,singular,ambiguous,[],unknown,nonverdical
The key to his case was a collection of documents discovered in 1980 in the Royal Institute for War Documentation in Amsterdam .,key,"det(key-2, The-1) nmod:to(key-2, case-5) nsubj(collection-8, key-2) ",NN,,VBD,was,be,,,,to case,to,,case,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"Marilyn Adams says that education was seen as a key to producing a productive , creative and responsible citizenry ; a curriculum that relied too heavily on rote learning was seen as contrary to that goal .",key,"case(key-10, as-8) det(key-10, a-9) acl(key-10, producing-12) nmod:as(seen-7, key-10) ",NN,,,,,,,,as seen,as,seen,,a,,,,,,,,,,,,,,a,unit,singular,,['A+N'],countable,unknown
It 's like telling someone he has to learn all the notes and time and key signatures before he can play a single piece of music .,key,"conj:and(time-14, key-16) compound(signatures-17, key-16) ",NN,,VB,,,learn,learn,,,,,,,and,time,signatures,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"The key to victory was to attack the Panama Defense Force everywhere and at once , Thurman believes .",key,"det(key-2, The-1) nmod:to(key-2, victory-4) nsubj(was-5, key-2) nsubj(attack-7, key-2) ",NN,,VBD,was,be,,,,to victory,to,,victory,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"The key to no-stress entertaining , says Jean-Claude , is to "" know your limits . """,key,"det(key-2, The-1) nmod:to(key-2, entertaining-5) nsubj(is-10, key-2) nsubj(know-13, key-2) ",NN,,VBZ,is,be,,,,to entertaining,to,,entertaining,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"As he emphasizes , the key to success with any ambitious dinner is to plan ahead and take advantage of free time in the days before the event .",key,"det(key-6, the-5) nmod:to(key-6, success-8) nsubj(is-13, key-6) nsubj(plan-15, key-6) nsubj(take-18, key-6) ",NN,,VBZ,is,be,,,,to success,to,,success,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"As with other chemicals , frequency of exposure is the key to determining risk .",key,"nmod:with(key-11, chemicals-4) nsubj(key-11, frequency-6) cop(key-11, is-9) det(key-11, the-10) acl(key-11, determining-13) root(ROOT-0, key-11) ",NN,,VBZ,,,is,be,,with chemicals,with,,chemicals,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"No wonder these shriveled , sweets are such a concentrated ' source of fiber , flavor and key nutrients .",key,"conj:and(fiber-14, key-18) compound(nutrients-19, key-18) ",NN,,,,,,,,,,,,,and,fiber,nutrients,,,,,,,,,,,,,singular,,[],unknown,unknown
"In a conversation with writer Chip Stern a few years ago , Rollins said , "" When we found out that Billie Holiday and Charlie Parker used drugs , we figured , it ca n't be all bad -- and maybe that 's the key to their creativity .",key,"advmod(key-45, maybe-41) nsubj(key-45, that-42) cop(key-45, 's-43) det(key-45, the-44) nmod:to(key-45, creativity-48) conj:and(said-14, key-45) ",NN,,,,,,,,to creativity,to,,creativity,the,and,said,,,,,,maybe,,,,,,,,singular,,[],unknown,unknown
"Because in the millisecond it takes to press the key to produce a singing tone , the printer is showing something that looks more like Charles Ives than Beethoven -- an amorphous blob of 64th notes , two 16th notes and so on . """,key,"det(key-10, the-9) acl(key-10, produce-12) dobj(press-8, key-10) ",NN,,VB,,,press,press,,,,,,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
"<p> In Wagner 's Meistersinger , ' Hans Sachs sings : "" Your closing key is not the same/This gives the masters pain/But Hans Sachs draws a rule from this/In spring , it must be so ! '",key,"nmod:poss(key-15, Your-13) compound(key-15, closing-14) nsubj(same/This-19, key-15) ",NN,,,,,,,,,,,,,,,closing,,,your,,,,,,,,,,singular,,[],unknown,unknown
"He gave us all the keys and said , Put the shit in there , when you 're done , lock it . '",keys,"det:predet(keys-6, all-4) det(keys-6, the-5) dobj(gave-2, keys-6) ",NNS,,VBD,,,gave,give,,,,,,"all, the",,,,,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
"Annie recently found Serena standing on top of a chair she 'd pulled to the front door , avidly working a key in the top lock .",key,"det(key-22, a-21) dobj(working-20, key-22) ",NN,,VBG,,,working,work,,,,,,a,,,,,,,,,,,,,,a,unit,singular,ambiguous,['A+N'],countable,unknown
He assigns each different bitch to a different key on a keyboard .,key,"case(key-9, to-6) det(key-9, a-7) amod(key-9, different-8) nmod:on(key-9, keyboard-12) nmod:to(assigns-2, key-9) ",NN,,,,,,,,"on keyboard, to assigns","on, to",assigns,keyboard,a,,,,different,,,,,,,,,,a,unit,singular,,['A+N'],countable,unknown
"When we got divorced , Jenny took the car and with it the keys .",keys,"compound(keys-14, car-9) compound(keys-14, it-12) dobj(took-7, keys-14) ",NNS,,VBD,,,took,take,,,,,,,,,"car, it",,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
"<p> PHOTO ( COLOR ) : Indianapolis Mayor William H. Hudnut III gives Arnold a "" Schwarzenegger-sized "" key to the city and cheers his fitness-education crusade .",key,"dobj(Schwarzenegger-sized-17, key-19) ",NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Though making the molecules in this way leads to imperfect , less uniform products , it may be the key to putting the new polymers to commercial use , he says .",key,"advcl(key-20, leads-8) nsubj(key-20, it-16) aux(key-20, may-17) cop(key-20, be-18) det(key-20, the-19) acl(key-20, putting-22) ccomp(says-31, key-20) ",NN,,VB,,,be,be,,,,,,the,,,,,,,,,,,,may,,,,singular,ambiguous,[],unknown,nonverdical
"<p> One key to accelerating landfill biodegradation , Noble suggests , is spurring initial bacterial decay .",key,"compound(key-3, <p>-1) nummod(key-3, One-2) nmod:to(key-3, biodegradation-7) nsubj(spurring-13, key-3) ",NN,,VBZ,is,be,,,,to biodegradation,to,,biodegradation,,,,,,,,one,,,,,,,one,other,singular,singular,['O-DEN'],countable,unknown
But a key to these garbage vaults is the covering of native foliage planted atop them .,key,"det(key-3, a-2) nmod:to(key-3, vaults-7) nsubj(covering-10, key-3) ",NN,,VBZ,is,be,,,,to vaults,to,,vaults,a,,,,,,,,,,,,,,a,unit,singular,singular,['A+N'],countable,unknown
"The key now , he says , is to learn how to distinguish the good forecasts from the bad .",key,"det(key-2, The-1) advmod(key-2, now-3) nsubj(is-8, key-2) nsubj(learn-10, key-2) ",NN,,VBZ,is,be,,,,,,,,the,,,,,,,,now,,,,,,,,singular,singular,[],unknown,unknown
"The key is that meteorologists change the weather data slightly as they start each simulation , so no two model forecasts begin with the exact same picture of the current weather .",key,"det(key-2, The-1) nsubj(is-3, key-2) ",NN,,VBZ,is,be,,,,,,,,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"<p> The key to improving Monte Carlo simulations is learning how to introduce the initial differences into the ensemble , says Palmer .",key,"det(key-3, The-2) acl(key-3, improving-5) dobj(<p>-1, key-3) ",NN,,,,,,,,,,,,the,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"But scientists do n't know yet whether they have the key needed to unlock the secret . """,key,"det(key-11, the-10) acl(key-11, needed-12) dobj(have-9, key-11) ",NN,,VBP,,,have,have,,,,,,the,,,,,,,,,,,,,,,,singular,plural,['EX-PL'],countable,unknown
It even had a key that said so : Magic Margin .,key,"det(key-5, a-4) ref(key-5, that-6) acl:relcl(key-5, said-7) dep(key-5, Margin-11) dobj(had-3, key-5) nsubj(said-7, key-5) ",NN,,VBD,said,say,,,,,,,,a,,,,,,,,,,,,,,a,unit,singular,ambiguous,['A+N'],countable,unknown
"<p> In both scientific and popular articles , he held out hope that his arcane discovery held the key to predicting Earth 's weather , and when Langley started the SAO , linking Sun and Earth was his major research priority .",key,"det(key-19, the-18) dobj(held-17, key-19) ",NN,,VBD,,,held,hold,,,,,,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
Jacobsen sees compact micromachined parts as the key to giving dextrous machines the grace and beauty of animals without the weight of a construction crane .,key,"case(key-8, as-6) det(key-8, the-7) acl(key-8, giving-10) nmod:as(sees-2, key-8) ",NN,,,,,,,,as sees,as,sees,,the,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"Glowingly , Higginson reported , "" No officer in this regiment now doubts that the key to the successful prosecution of this war lies in the unlimited employment of black troops . """,key,"det(key-16, the-15) nmod:to(key-16, prosecution-20) nsubj(lies-24, key-16) ",NN,,VBZ,lies,lie,,,,to prosecution,to,,prosecution,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
The key to the Confederate defense was Fort Wagner .,key,"det(key-2, The-1) nmod:to(key-2, defense-6) nsubj(Wagner-9, key-2) ",NN,,VBD,was,be,,,,to defense,to,,defense,the,,,,,,,,,,,,,,,,singular,ambiguous,[],unknown,unknown
""" As Jeff Mann , the ponytailed manager of ILM 's creature and model shops , says , "" The key is knowing how much you can get away with . """,key,"det(key-21, The-20) nsubj(knowing-23, key-21) ",NN,,VBZ,is,be,,,,,,,,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"In the tiny , tempestuous world of violin making , there are those who emphasize materials as the key to excellence , and those who emphasize structure and acoustics .",key,"case(key-19, as-17) det(key-19, the-18) acl(key-19, excellence-21) nmod:as(emphasize-15, key-19) ",NN,,,,,,,,as emphasize,as,emphasize,,the,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"<p> A more pious expression of conventional Victorian virtue would be difficult to find , and yet one key to Annie 's enduring appeal , an important factor in the aura of mystery that surrounds her still , is the gap between her decorous private life and her sensational public persona .",key,"advmod(key-19, yet-17) nummod(key-19, one-18) nmod:to(key-19, appeal-24) appos(key-19, factor-28) conj:and(<p>-1, key-19) nsubj(gap-41, key-19) ",NN,,VBZ,is,be,,,,to appeal,to,,appeal,,,,,,,,one,yet,"modified, factor",,factor,,,one,unit,singular,singular,['A+N'],countable,unknown
"Someone will tap some keys on one of their computers , and these words will magically appear on that SMITHSONIAN screen , ready to be printed out .",keys,"det(keys-5, some-4) dobj(tap-3, keys-5) ",NNS,,VB,,,tap,tap,,,,,,some,,,,,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
"And as difficult and sensitive as that purge might become , it could be the key to sustaining democracy there .",key,"cc(key-16, And-1) advcl(key-16, become-10) nsubj(key-16, it-12) aux(key-16, could-13) cop(key-16, be-14) det(key-16, the-15) acl(key-16, sustaining-18) root(ROOT-0, key-16) ",NN,,VB,,,be,be,,,,,,the,,,,,,,,,,,,could,,,,singular,ambiguous,[],unknown,nonverdical
"When you turn the key in the ignition , the motor slides the belts into place .",key,"det(key-5, the-4) nmod:in(key-5, ignition-8) dobj(turn-3, key-5) ",NN,,VBP,,,turn,turn,,in ignition,in,,ignition,the,,,,,,,,,,,,,,,,singular,plural,['EX-PL'],countable,unknown
"Among the key voices not heard - nor sought out - are CIA chief William Webster , Atty .",key,"case(key-3, Among-1) det(key-3, the-2) nmod:among(heard-6, key-3) ",NN,,,,,,,,among heard,among,heard,,the,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"For $25 a day , including theft insurance , you can leave your keys with a parking attendant at Level 4 of the main garage , where a van will rush you to your airline .",keys,"nmod:poss(keys-15, your-14) dobj(leave-13, keys-15) ",NNS,,VB,,,leave,leave,,,,,,,,,,,,your,,,,,,,,,,plural,ambiguous,[],unknown,unknown
"Scott Putney of Repligen thinks a small chain of amino acids is the key to immunization , Seth Resnick <p> By Steven Findlay <p> 
##2022607 Section : News you can use U.S. News product report Why put a dictionary or atlas into a PC ?",key,"nsubj(key-14, chain-8) cop(key-14, is-12) det(key-14, the-13) acl(key-14, immunization-16) ccomp(thinks-5, key-14) ",NN,,VBZ,,,is,be,,,,,,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
Dictionaries and thesauruses <p> A tap of a finger on a key can retrieve information faster than a finger flipping pages .,key,"case(key-12, on-10) det(key-12, a-11) nmod:on(finger-9, key-12) ",NN,,,,,,,,on finger,on,finger,,a,,,,,,,,,,,,,,a,unit,singular,,['A+N'],countable,unknown
"With these programs , you simply position the cursor on a word or enter a word you are considering and hit a key or two to get the correct spelling , a definition or a choice of synonyms .",key,"det(key-23, a-22) cc(key-23, or-24) conj:or(key-23, two-25) dobj(hit-21, key-23) nsubj(get-27, key-23) ",NN,,VB,get,get,,,,,,,,a,or,two,,,,,,,,,,,,a,unit,singular,ambiguous,['A+N'],countable,unknown
"<p> The biggest drivers of the real-estate boom may have been the key "" L ' words of the ' 80s : "" Liquidity , "" or massive amounts of money in the financial system , and "" leverage , "" or high levels of debt .",key,"aux(key-13, may-9) aux(key-13, have-10) cop(key-13, been-11) det(key-13, the-12) acl:relcl(key-13, Liquidity-24) acl:relcl(boom-8, key-13) ",NN,,,,,,,,,,,,the,,,,,,,,,,,,"may, have",,,,singular,,[],unknown,nonverdical
"These arbitrary associations between sounds and meanings provide the key to reconstructing the linguistic past , says Ruhlen .",key,"det(key-10, the-9) acl(key-10, reconstructing-12) dobj(provide-8, key-10) ",NN,,VBP,,,provide,provide,,,,,,the,,,,,,,,,,,,,,,,singular,plural,['EX-PL'],countable,unknown
In language worthy of John Locke - and rebuking the nation 's Marxist-Leninist past - the plan endorsed private ownership of all forms of property as the linchpin of a market and even the key to human freedom .,key,"advmod(key-35, even-33) det(key-35, the-34) nmod:of(linchpin-28, key-35) conj:and(market-31, key-35) ",NN,,,,,,,,of linchpin,of,linchpin,,the,and,market,,,,,,even,,,,,,,,singular,,[],unknown,unknown
Leveraged buyouts and trading activity were keys to profitability .,keys,"nsubj(keys-7, buyouts-2) nsubj(keys-7, activity-5) cop(keys-7, were-6) nmod:to(keys-7, profitability-9) root(ROOT-0, keys-7) ",NNS,,VBD,,,were,be,,to profitability,to,,profitability,,,,,,,,,,,,,,,,,plural,ambiguous,[],unknown,unknown
"Donald Trump card <p> Despite the obstacles , some reporters have managed to demonstrate that government documents are often the key to uncovering corruption at banks and thrifts .",key,"mark(key-21, that-15) nsubj(key-21, documents-17) cop(key-21, are-18) advmod(key-21, often-19) det(key-21, the-20) nmod:to(key-21, corruption-24) ccomp(demonstrate-14, key-21) ",NN,,VBP,,,are,be,,to corruption,to,,corruption,the,,,,,,,,often,,,,,that,,,singular,plural,['EX-PL'],countable,nonverdical
"Restoring that faith is the key to convincing people to go along with the progressive income tax increases required to move the budget fully into the black and to do what really needs doing , from paving the roads to caring for the sick .",key,"mark(key-6, that-2) nsubj(key-6, faith-3) cop(key-6, is-4) det(key-6, the-5) acl(key-6, convincing-8) ccomp(Restoring-1, key-6) ",NN,,VBZ,,,is,be,,,,,,the,,,,,,,,,,,,,that,,,singular,singular,[],unknown,nonverdical
"Of all the changes mandated by Congress , the assistant secretary of defense for special operations and low-intensity conflict "" is the key , "" says Maj. Gen. Richard Scholtes , former commander of J SOC .",key,"nmod:of(key-23, changes-4) nsubj(key-23, secretary-11) cop(key-23, is-21) det(key-23, the-22) ccomp(says-26, key-23) ",NN,,VBZ,,,is,be,,of changes,of,,changes,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
<p> The key is to stimulate the supply side .,key,"det(key-3, The-2) nsubj(is-4, key-3) nsubj(stimulate-6, key-3) ",NN,,VBZ,is,be,,,,,,,,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"<p> Education is the key , but it 's up to the first-time user to educate himself if he wants a voice in selecting a chair .",key,"nsubj(key-5, Education-2) cop(key-5, is-3) det(key-5, the-4) cc(key-5, but-7) conj:but(key-5, 's-9) root(ROOT-0, key-5) ",NN,,VBZ,,,is,be,,,,,,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
Networking Is Only Logical <p> Communication is the key to understanding within the network of OAA-funded service providers .,key,"cop(key-9, is-7) det(key-9, the-8) acl(key-9, understanding-11) acl:relcl(Communication-6, key-9) ",NN,,,,,,,,,,,,the,,,,,,,,,,,,,,,,singular,,[],unknown,unknown
"The North American partner took the lead , explaining , "" The key here is vigor .",key,"det(key-13, The-12) nsubj(vigor-16, key-13) ",NN,,VBZ,is,be,,,,,,,,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
"The key here is to pay off each line of credit before starting a new one , That 's why you need a strong traffic flow plus advertising to create a clientele outside the area where your store is located . """,key,"det(key-2, The-1) nsubj(is-4, key-2) nsubj(pay-6, key-2) ",NN,,VBZ,is,be,,,,,,,,the,,,,,,,,,,,,,,,,singular,singular,[],unknown,unknown
